"Scenario" "SGlocation" "verticalLimit" "Intercept" "Slope"
"Climate AI=0.575" "Corner" 4 1.25525095421939 -3.13308532648718
"Climate AI=0.575" "Corner" 3.5 1.2823811131654 -3.38238724179112
"Climate AI=0.575" "Corner" 3 1.30239493155495 -3.59896057094233
"Climate AI=0.575" "Corner" 2.5 1.30870356998798 -3.74864728072188
"Climate AI=0.575" "Corner" 2 1.30309649694512 -3.8748564505256
"Climate AI=0.575" "Corner" 1.5 1.28270382911167 -3.94181619049062
"Climate AI=0.575" "Corner" 1 1.21556072256008 -3.57938883570776
"Climate AI=0.575" "Corner" 0.5 1.11924327577731 -3.02559190726788
"Climate AI=0.575" "Trans" 5 1.30688607639817 -3.62461303427631
"Climate AI=0.575" "Trans" 4.5 1.30357512470627 -3.63571968611719
"Climate AI=0.575" "Trans" 4 1.33249287762718 -3.90092275167339
"Climate AI=0.575" "Trans" 3.5 1.34430245471335 -4.04192677483885
"Climate AI=0.575" "Trans" 3 1.34677394995222 -4.12868590648065
"Climate AI=0.575" "Trans" 2.5 1.33727320588077 -4.14478445988826
"Climate AI=0.575" "Trans" 2 1.31867636235106 -4.11382132575172
"Climate AI=0.575" "Trans" 1.5 1.28364795760234 -3.98042116796183
"Climate AI=0.575" "Trans" 1 1.21773783518001 -3.60811571655556
"Climate AI=0.575" "Trans" 0.5 1.11819631502329 -3.02414615280252
"Climate AI=0.575" "Side" 5 1.2712047827349 -3.25542894363851
"Climate AI=0.575" "Side" 4.5 1.27498963931422 -3.31547757746596
"Climate AI=0.575" "Side" 4 1.31125657456351 -3.63154677062063
"Climate AI=0.575" "Side" 3.5 1.32861656729803 -3.81212142214931
"Climate AI=0.575" "Side" 3 1.33705137915002 -3.94481451928203
"Climate AI=0.575" "Side" 2.5 1.33215742156931 -4.00642942174151
"Climate AI=0.575" "Side" 2 1.31593873964033 -4.02890208890543
"Climate AI=0.575" "Side" 1.5 1.28562274135537 -3.97727824703455
"Climate AI=0.575" "Side" 1 1.21797205569086 -3.60141561546377
"Climate AI=0.575" "Side" 0.5 1.11910059101315 -3.02621266878019
"Climate AI=1.0" "Wettzell" 5 1.53518656558742 -4.9961147730416
"Climate AI=1.0" "Wettzell" 4.5 1.48570586864802 -4.71689632017103
"Climate AI=1.0" "Wettzell" 4 1.46436438611826 -4.64145992943392
"Climate AI=1.0" "Wettzell" 3.5 1.42263140950886 -4.43295024996661
"Climate AI=1.0" "Wettzell" 3 1.37884336110888 -4.22437590756267
"Climate AI=1.0" "Wettzell" 2.5 1.33277884385516 -4.02164818823977
"Climate AI=1.0" "Wettzell" 2 1.28465566207161 -3.83852496965696
"Climate AI=1.0" "Wettzell" 1.5 1.23301929429012 -3.67117610605815
"Climate AI=1.0" "Wettzell" 1 1.15881888706208 -3.29205514269978
"Climate AI=1.0" "Wettzell" 0.5 1.05862713741683 -2.76501486626575
"Climate AI=1.0" "Center" 5 1.52288886067393 -5.05880586935622
"Climate AI=1.0" "Center" 4.5 1.4692786154422 -4.75512108502382
"Climate AI=1.0" "Center" 4 1.44342514836198 -4.65307394553363
"Climate AI=1.0" "Center" 3.5 1.39923592804584 -4.42830036991643
"Climate AI=1.0" "Center" 3 1.3548556618693 -4.21115205039158
"Climate AI=1.0" "Center" 2.5 1.31110932388991 -4.00879036961799
"Climate AI=1.0" "Center" 2 1.26845015721601 -3.82555739123223
"Climate AI=1.0" "Center" 1.5 1.22088766292613 -3.61910838418449
"Climate AI=1.0" "Center" 1 1.15322009515742 -3.26713254154165
"Climate AI=1.0" "Center" 0.5 1.0572689277133 -2.76075879697418
"Climate AI=1.0" "Corner" 5 1.48038849303544 -4.47329393204708
"Climate AI=1.0" "Corner" 4.5 1.44430124667051 -4.2776796992572
"Climate AI=1.0" "Corner" 4 1.4410023151287 -4.3162637542818
"Climate AI=1.0" "Corner" 3.5 1.40966308380979 -4.17512377383418
"Climate AI=1.0" "Corner" 3 1.3732878855885 -4.01949179159942
"Climate AI=1.0" "Corner" 2.5 1.33031334325281 -3.85438197668286
"Climate AI=1.0" "Corner" 2 1.28175156563481 -3.72269844961066
"Climate AI=1.0" "Corner" 1.5 1.23231646419462 -3.63715112123353
"Climate AI=1.0" "Corner" 1 1.15593089559346 -3.25971109925913
"Climate AI=1.0" "Corner" 0.5 1.05927479115909 -2.76465006506928
"Climate AI=1.0" "Trans" 5 1.53058942796221 -5.07340339087408
"Climate AI=1.0" "Trans" 4.5 1.47729156403507 -4.77135746349314
"Climate AI=1.0" "Trans" 4 1.45161099295499 -4.67014557220782
"Climate AI=1.0" "Trans" 3.5 1.40730280477546 -4.44517745518615
"Climate AI=1.0" "Trans" 3 1.36233124771102 -4.22604895252163
"Climate AI=1.0" "Trans" 2.5 1.31722450412625 -4.01924704661307
"Climate AI=1.0" "Trans" 2 1.27228964267879 -3.82997835209322
"Climate AI=1.0" "Trans" 1.5 1.22302604471882 -3.62720489132004
"Climate AI=1.0" "Trans" 1 1.15388220838333 -3.26917647032729
"Climate AI=1.0" "Trans" 0.5 1.05702282133901 -2.76007846046992
"Climate AI=1.0" "Side" 5 1.5176238910912 -4.83492557397685
"Climate AI=1.0" "Side" 4.5 1.47230858446767 -4.58199253511678
"Climate AI=1.0" "Side" 4 1.45686262575195 -4.5444125940032
"Climate AI=1.0" "Side" 3.5 1.4181982545134 -4.35631883148796
"Climate AI=1.0" "Side" 3 1.37644019977 -4.16322091118658
"Climate AI=1.0" "Side" 2.5 1.3307771975547 -3.96998380586784
"Climate AI=1.0" "Side" 2 1.28105345523153 -3.79686383957279
"Climate AI=1.0" "Side" 1.5 1.23009482233954 -3.64377359654046
"Climate AI=1.0" "Side" 1 1.15650503377062 -3.27122946280154
"Climate AI=1.0" "Side" 0.5 1.05879356186774 -2.7642356136725
"Climate AI=2.0" "Wettzell" 5 1.31552944980011 -3.48973303208733
"Climate AI=2.0" "Wettzell" 4.5 1.29485423000308 -3.40642304113743
"Climate AI=2.0" "Wettzell" 4 1.27655688180934 -3.36155359788188
"Climate AI=2.0" "Wettzell" 3.5 1.25506259262427 -3.29727646173091
"Climate AI=2.0" "Wettzell" 3 1.23096915432459 -3.23323428897815
"Climate AI=2.0" "Wettzell" 2.5 1.20298617541015 -3.17032226571043
"Climate AI=2.0" "Wettzell" 2 1.17060783131092 -3.11920092127402
"Climate AI=2.0" "Wettzell" 1.5 1.13176850637036 -3.07116958205679
"Climate AI=2.0" "Wettzell" 1 1.06649939086269 -2.79052110893954
"Climate AI=2.0" "Wettzell" 0.5 0.976625646303399 -2.37452646830357
"Climate AI=2.0" "Center" 5 1.30508587117748 -3.60438923406689
"Climate AI=2.0" "Center" 4.5 1.28081012408031 -3.50307555457757
"Climate AI=2.0" "Center" 4 1.25983407315567 -3.44604116065234
"Climate AI=2.0" "Center" 3.5 1.23644267750224 -3.37062239960903
"Climate AI=2.0" "Center" 3 1.21148224279387 -3.29616986409424
"Climate AI=2.0" "Center" 2.5 1.1838605471665 -3.21799129396375
"Climate AI=2.0" "Center" 2 1.1537874607741 -3.13770985647528
"Climate AI=2.0" "Center" 1.5 1.11677195587413 -3.0238493664616
"Climate AI=2.0" "Center" 1 1.05827086105784 -2.76188437068191
"Climate AI=2.0" "Center" 0.5 0.973965016356326 -2.36750118912207
"Climate AI=2.0" "Corner" 5 1.31966029734659 -3.31702457222827
"Climate AI=2.0" "Corner" 4.5 1.29975489227871 -3.23638104676477
"Climate AI=2.0" "Corner" 4 1.28253777488722 -3.19579586908243
"Climate AI=2.0" "Corner" 3.5 1.2602888262882 -3.12758123881641
"Climate AI=2.0" "Corner" 3 1.23467641780154 -3.06015845953029
"Climate AI=2.0" "Corner" 2.5 1.20501337481707 -3.00732499616945
"Climate AI=2.0" "Corner" 2 1.17173359842815 -3.01293238024144
"Climate AI=2.0" "Corner" 1.5 1.13438593244352 -3.05084555258257
"Climate AI=2.0" "Corner" 1 1.06627089234051 -2.77297069476841
"Climate AI=2.0" "Corner" 0.5 0.978003170873717 -2.37623351164917
"Climate AI=2.0" "Trans" 5 1.30910650497903 -3.58372717255632
"Climate AI=2.0" "Trans" 4.5 1.28577290178017 -3.48726272926856
"Climate AI=2.0" "Trans" 4 1.26536870653257 -3.43306572229422
"Climate AI=2.0" "Trans" 3.5 1.24234126871956 -3.36035254278023
"Climate AI=2.0" "Trans" 3 1.21739363661191 -3.28814978800251
"Climate AI=2.0" "Trans" 2.5 1.18931820277619 -3.21265339769772
"Climate AI=2.0" "Trans" 2 1.1580169098259 -3.13599066274308
"Climate AI=2.0" "Trans" 1.5 1.119744587715 -3.03233275619577
"Climate AI=2.0" "Trans" 1 1.05956067574635 -2.76546354044624
"Climate AI=2.0" "Trans" 0.5 0.974008358440772 -2.36757485964892
"Climate AI=2.0" "Side" 5 1.31966315152617 -3.45791336531788
"Climate AI=2.0" "Side" 4.5 1.29883449040961 -3.37351902682977
"Climate AI=2.0" "Side" 4 1.28068833773064 -3.32955298829943
"Climate AI=2.0" "Side" 3.5 1.25855114301718 -3.26231493291414
"Climate AI=2.0" "Side" 3 1.23338029694269 -3.19467140511633
"Climate AI=2.0" "Side" 2.5 1.20395016057074 -3.1312763856821
"Climate AI=2.0" "Side" 2 1.16970002708171 -3.09290559756374
"Climate AI=2.0" "Side" 1.5 1.13049903671427 -3.05443942740674
"Climate AI=2.0" "Side" 1 1.06522335352736 -2.77699859561173
"Climate AI=2.0" "Side" 0.5 0.977069069816066 -2.37463930825867
